Store Number,Store Name,Address,City
6769-73033,Capitol & Timberloop,605 West Capitol Expressway San Jose CA,San Jose
74773-73710,Safeway - San Jose #1574,4950 Almaden Expy San Jose CA,San Jose
26026-207968,San Jose State Student Union,One Washington Square San Jose CA,San Jose
21635-210185,Target San Jose T-2605,"5630 Cottle Rd, Bollinger Retail San Jose CA",San Jose
2840-101476,Bollinger & DeAnza,7290 Bollinger Rd San Jose CA,San Jose
558-500,Blossom Hill,854 Blossom Hill Road San Jose CA,San Jose
11778-99691,Monterey & Lewis,2961 Monterey Road San Jose CA,San Jose
5676-2765,Bernal & Via Del Oro,"125 Bernal Road, Suite 20 San Jose CA",San Jose
5359-1138,Capitol Square Mall - San Jose,2707 McKee Road San Jose CA,San Jose
26127-243385,Safeway - San Jose #3095,2980 E Capitol Expressway San Jose CA,San Jose
8639-231705,Meridian & San Carlos,"1432 West San Carlos, 70, Willow Glen Plaza San Jose CA",San Jose
5893-30779,Almaden & Curtner - San Jose,2306 Almaden Rd San Jose CA,San Jose
13937-125784,Curtner & Monterey,"175 Curtner Avenue, San Jose Marketcenter San Jose CA",San Jose
10258-97530,Coleman & Taylor,695 Coleman Ave San Jose CA,San Jose
74315-73609,Safeway-San Jose #316,179 Branham Ln San Jose CA,San Jose
5297-399,Pavilion Downtown,"150 S. First Street, Suite 135 San Jose CA",San Jose
638-355,Lincoln & Minnesota Willow Glen,"1396 Lincoln Avenue, North Park - Las Palmas Plaza San Jose CA",San Jose
5989-51119,North First & Rio Robles,"31 Rio Robles East, Almaden Plaza San Jose CA",San Jose
6827-81366,Almaden & Blossom Hill,"5353 Almaden Expressway, H-52 San Jose CA",San Jose
9119-150667,SJC San Jose Airport Term B Gate 22,"2077 Airport Blvd, Gate B22 Post Security San Jose CA",San Jose
19903-196186,Safeway - San Jose #2900,5670 Cottle Rd San Jose CA,San Jose
8173-154308,Target San Jose North T-2581,"95 Holger Wy, Park & Naglee San Jose CA",San Jose
6536-62039,Park & Naglee,"1700 Park Avenue, 10 San Jose CA",San Jose
15946-156028,Target San Jose Capitol T-1426,450 N Capitol Ave San Jose CA,San Jose
9079-150626,SJC - San Jose Airport NC1,"2077 Airport Blvd, Baggage Claim San Jose CA",San Jose
27569-245714,Target San Jose T-626,"2155 Morrill Ave, Evergreen Commons San Jose CA",San Jose
6590-64800,Capitol & Tully,"2990 East Capitol Expressway, Hillsdale Shopping Center San Jose CA",San Jose
6696-76100,Hillsdale & Camden,"1815 Hillsdale Avenue, 20, Santana Row San Jose CA",San Jose
6607-68400,Santana Row,"3055 Olin Avenue, 1025 San Jose CA",San Jose
6788-73038,Foxworthy & Cherry,1455 East Foxworthy Avenue San Jose CA,San Jose
5527-1201,Alameda & Julian - S.J.,1338 The Alameda San Jose CA,San Jose
25447-240724,Bernal & Santa Teresa,7026 Santa Teresa Blvd San Jose CA,San Jose
76867-117044,Target San Jose T-2281,2071 Monterey Rd San Jose CA,San Jose
5436-164304,Coleman & Newhall,"540 Newhall Drive, 20 San Jose CA",San Jose
5360-1137,Westpark Plaza - San Jose,"1335 S. Winchester Blvd., The Marketplace San Jose CA",San Jose
3457-73037,1st Street & Trimble,2579 North First Street San Jose CA,San Jose
23597-73055,Monterey & Alma - San Jose,"1430 Monterey Road, 20 San Jose CA",San Jose
10894-102775,Meridian & Lenn,"1702 Meridian Avenue, Suite A San Jose CA",San Jose
10310-100692,Curtner & Leigh,"1876 Curtner Avenue, Unit 150, Almaden Ranch Shopping Center San Jose CA",San Jose
27325-246684,Almaden & Cherry,"5150 Cherry Avenue, 10, Santa Teresa Square San Jose CA",San Jose
5846-20000,Santa Teresa & Snell,"6009 Snell Avenue, Gould Plaza San Jose CA",San Jose
6652-72990,Capitol & McLaughlin,"1041 East Capitol Expressway, Westgate Shopping Center San Jose CA",San Jose
5240-698,Westgate Shopping Center,"1600 Saratoga Avenue, Suite 201, River Oaks Plaza San Jose CA",San Jose
6862-81622,River Oaks & Montague,"670 River Oaks Parkway, G, Eastridge Mall San Jose CA",San Jose
10113-72975,Eastridge Mall - San Jose,"2200 Eastridge Loop, 9104 San Jose CA",San Jose
6031-146084,SJC Terminal A,"2077 Airport Blvd, Terminal A Post Security San Jose CA",San Jose
14023-108045,Camino Capistrano & Ortega Hwy,31760 Camino Capistrano San Juan Capistrano CA,San Juan Capistrano
5900-34619,Ortega Hwy & Rancho Viejo,"27211 Ortega Hwy, E San Juan Capistrano CA",San Juan Capistrano
636-353,Camino Capistrano & Del Obispo,"32022 Camino Capistrano, Ste B, Palma Plaza San Juan Capistrano CA",San Juan Capistrano
8911-94381,E 14th & 136th,"13808 E 14th St., A San Leandro CA",San Leandro
74795-99751,Safeway - San Leandro #994,1499 Washington Ave San Leandro CA,San Leandro
5545-1653,Marina & I-880,"1209 Marina Boulevard, Suite 1209 San Leandro CA",San Leandro
74941-101841,Safeway - San Leandro #2315,699 Lewelling Blvd San Leandro CA,San Leandro
10668-94382,MacArthur & Estudillo,"1057 A MacArthur Blvd, Bayfair Center San Leandro CA",San Leandro
10348-5384,Bayfair Center - San Leandro,15555 E. 14th St San Leandro CA,San Leandro
5754-8386,Hesperian & Leweling,15600 Hesperian Boulevard San Lorenzo CA,San Lorenzo
17929-185225,CSU San Luis Obispo Marketplace,1 Grand Avenue San Luis Obispo CA,San Luis Obispo
50089-266344,Cal Poly Slo - Mobile Truck,BLDG 19 SAN LUIS OBISPO CA,SAN LUIS OBISPO
15779-156022,Target San Luis Obispo T-2759,11990 Los Osos Valley Rd San Luis Obispo CA,San Luis Obispo
5251-370,Chorro Street - San Luis Obispo,"17 Chorro Street, Suite 'D' San Luis Obispo CA",San Luis Obispo
70019-127005,CSU San Luis Obispo Student Union C,1 Grand Ave San Luis Obispo CA,San Luis Obispo
74516-48799,Vons-San Luis Obispo #2306,"3900 S Broad, Madonna Plaza San Luis Obispo CA",San Luis Obispo
6578-61419,Madonna & El Mercado,"253 Madonna Road, #120, Marigold Shopping Center San Luis Obispo CA",San Luis Obispo
6731-75360,"Broad & Tank Farm, San Luis Obispo","3970 Broad Street, #1 San Luis Obispo CA",San Luis Obispo
14426-120264,Higuera & Tank Farm,3971 S. Higuera Street San Luis Obispo CA,San Luis Obispo
620-411,San Luis Obispo,"885 Higuera St., #C San Luis Obispo CA",San Luis Obispo
2961-89821,"Nordahl & Hwy 78, San Marcos","751 Center Drive, 9H, Campus Marketplace San Marcos CA",San Marcos
5910-38079,Twin Oaks Valley & Discovery,"342 S. Twin Oaks Valley Rd., #145 San Marcos CA",San Marcos
73667-128324,Albertsons -- San Marcos #6708,151 Woodland Pkwy San Marcos CA,San Marcos
73691-106753,Albertsons - San Marcos #6750,1571 San Elijo Road S San Marcos CA,San Marcos
47596-258977,VONS - San Marcos 3330,"671 S Rancho Santa Fe Rd, Rally's Building San Marcos CA",San Marcos
5948-42939,Hwy 78 & Rancho Santa Fe,"1680 Descanso Avenue, Commerce Square San Marcos CA",San Marcos
5869-31519,"Knoll & San Marcos, San Marcos",126 Knoll Road San Marcos CA,San Marcos
5641-193444,Rancho Santa Fe & San Marcos,691 S. Rancho Santa Fe Rd San Marcos CA,San Marcos
11600-105705,Las Posas Drive and Grand,"125 South Las Posas Rd, Suite 131 San Marcos CA",San Marcos
28279-249624,Ralph's San Marcos #683,306 Twin Oaks Valley Rd San Marcos CA,San Marcos
75208-93153,CSU/San Marcos- Kellogg Cafe,555 Campus View Drive San Marcos CA,San Marcos
610-325,San Marino,2265 Huntington Drive San Marino CA,San Marino
9339-96308,38th & El Camino Real,"3790 El Camino Real, Hillsdale Mall San Mateo CA",San Mateo
28436-249753,Teavana - Hillsdale Mall,"281 HILLSDALE SHOPPING CENTER, Jefferson at Bay Meadows SAN MATEO CA",SAN MATEO
6718-75341,"Saratoga & Park Place, San Mateo","1391 Saratoga Drive, Building 6, Store F San Mateo CA",San Mateo
5692-4510,17th & El Camino - San Mateo,1701 South El Camino Real San Mateo CA,San Mateo
76623-99359,Target San Mateo T-1122,2220 Bridgepointe Pkwy San Mateo CA,San Mateo
5602-1925,Peninsula & Delaware - San Mateo,842 North Delaware Street San Mateo CA,San Mateo
5596-1924,Bridgepoint & Hwy  92,2292 Bridgepoint Parkway San Mateo CA,San Mateo
613-327,4th St San Mateo,54 East Fourth Avenue San Mateo CA,San Mateo
5336-210664,Hillsdale Mall,"157 Hillsdale Shopping Cente, Mollie Stone Market - San Mateo San Mateo CA",San Mateo
72238-25687,Mollie Stone Market-San Mateo,47 W. 42nd Ave. San Mateo CA,San Mateo
72718-35464,Piazza-San Mateo,1218 W Hillsdale Blvd San Mateo CA,San Mateo
74167-120244,Safeway - San Mateo #999,"921 E. Hillsdale Blvd., Crystal Springs Shopping Center San Mateo CA",San Mateo
5844-23907,DeAnza & Polhemus,111 DeAnza Blvd San Mateo CA,San Mateo
8722-87661,San Pablo Dam & I-80,30-A San Pablo Town Center San Pablo CA,San Pablo
22822-213504,San Pablo Dam & Morrow,"3300 San Pablo Dam Road, 100 San Pablo CA",San Pablo
8851-103728,San Pablo & El Portal,"14330 San Pablo Ave, A San Pablo CA",San Pablo
76985-136849,Target San Pedro T-2470,"1701 N Gaffey St, Garden Village San Pedro CA",San Pedro
6431-37099,"Western & Westmont, San Pedro",28166 S. Western Ave. San Pedro CA,San Pedro
5694-5504,Western & 25th,"2470 S Western Ave, Fifth Gaffey Plaza San Pedro CA",San Pedro
11868-105618,"Gaffey & 5th, San Pedro",438 S. Gaffey Ave San Pedro CA,San Pedro
79519-103403,Vons - San Pedro #2283,1221 S. GAFFEY Street San Pedro CA,San Pedro
74609-90934,Vons-San Pedro #2162,1440 W 25th St San Pedro CA,San Pedro
79700-107172,Safeway - San Rafael #653,700 B Street San Rafael CA,San Rafael
605-320,Terra Linda at Northgate,260 Northgate One San Rafael CA,San Rafael
5203-384,4th St San Rafael,1100 Fourth Street San Rafael CA,San Rafael
19856-199785,Target San Rafael T-2772,"125 Shoreline Pkwy, Grand Landing San Rafael CA",San Rafael
6481-61079,2nd & Grand - San Rafael,"777 Grand Avenue, Unit #103 San Rafael CA",San Rafael
10546-99135,Irwin & Lincoln,647 Irwin St San Rafael CA,San Rafael
74948-101858,Safeway - San Rafael #932,950 Las Gallinas San Rafael CA,San Rafael
20924-197444,Chevron USA Headquarters Lobby,"6001 Bollinger Canyon Rd, Magnolia Square Shopping Center San Ramon CA",San Ramon
5279-402,Magnolia Square,"2005 Crow Canyon Place, #146 San Ramon CA",San Ramon
74112-22861,Safeway-San Ramon #982,"2505 San Ramon Valley Road, The Marketplace San Ramon CA",San Ramon
5781-4778,500 The Marketplace,500 The Marketplace San Ramon CA,San Ramon
79660-103243,Safeway - San Ramon #2712,"11060 Bollinger Canyon Rd, Country Club Village S.C. San Ramon CA",San Ramon
5825-22045,Alcosta & Village Pkwy,"9150 A Alcosta Blvd, Crow Canyon Place San Ramon CA",San Ramon
9513-95264,Crow Canyon Place,3110 Crow Canyon Place San Ramon CA,San Ramon
76208-89721,Target San Ramon T-949,2610 Bishop Dr San Ramon CA,San Ramon
25784-242224,San Ramon Valley & Crow Canyon,"2435 San Ramon Valley Blvd, Suite 7, International Gateway of the Americas San Ramon CA",San Ramon
6562-65501,Las Americas Premium Outlet,"4201 Camino de la Plaza, #102 San Ysidro CA",San Ysidro
5569-1415,Hwy 1 & Tioga - Sand City,"2160 California Avenue, Ste A Sand City CA",Sand City
76508-99361,Target Sand City T-1062,2040 California Ave Sand City CA,Sand City
587-227291,Bernardo Ctr Dr & Bernardo Plaza,"16773 Bernardo Center Drive, C SanDiego CA",SanDiego
6883-85455,"Academy & Jensen, Sanger",512 Academy Ave Sanger CA,Sanger
8941-95244,4th & Broadway,301 W. 4th Street Santa Ana CA,Santa Ana
6843-82601,17th & Tustin,2302 E. 17th Street Santa Ana CA,Santa Ana
26857-245668,SNA - Baggage Claim,18601 Airport Wy Santa Ana CA,Santa Ana
16398-168226,SNA-Terminal C,18601 Airport Way Santa Ana CA,Santa Ana
74824-99595,Vons - Santa Ana #1626,3650 Bristol St Santa Ana CA,Santa Ana
20437-201808,Crevier BMW,1500 Auto Mall Dr Santa Ana CA,Santa Ana
15729-160027,17th & Bristol,"1702 N. Bristol Street, A Santa Ana CA",Santa Ana
15843-156788,Target Santa Ana T-250,3300 S Bristol St Santa Ana CA,Santa Ana
9255-95871,17th & Grand,"1248 East 17th Street, Bristol Plaza Santa Ana CA",Santa Ana
2884-92820,Bristol & MacArthur,3345 S. Bristol Street Santa Ana CA,Santa Ana
22998-208625,Westfield Mainplace Mall-Lower Lvl,2800 N. Main Street Santa Ana CA,Santa Ana
76266-90565,Target Santa Ana T-1936,"1441 W 17th St, Floral Park Promenade Santa Ana CA",Santa Ana
6754-69680,Bristol & Memory Lane,"2701 N. Bristol Street, #A, MacArthur & Hutton Centre Santa Ana CA",Santa Ana
6604-15916,MacArthur & Hutton,"2 Hutton Centre Drive, #100 Santa Ana CA",Santa Ana
10817-40120,Harbor & McFadden,721 S. Harbor Blvd. Santa Ana CA,Santa Ana
16396-168225,SNA-Terminal B,"18601 Airport Way, #135 Santa Ana CA",Santa Ana
16395-168224,SNA-Terminal A,"18601 Airport Way, #135, Bristol Warner Village Santa Ana CA",Santa Ana
10005-97691,Bristol & Warner,2303 S. Bristol Street Santa Ana CA,Santa Ana
22365-220168,Target Santa Ana T-286,1330 E 17th St Santa Ana CA,Santa Ana
543-487,Montecito,"1046 - A Coast Village Road, Paseo Nuevo Shops Santa Barbara CA",Santa Barbara
28206-250105,Teavana - Paseo Nuevo Shops,"651 Paseo Nuevo, #607 SANTA BARBARA CA",SANTA BARBARA
9344-96327,"State & Cota, Santa Barbara",539 State Street Santa Barbara CA,Santa Barbara
29541-237436,Ralph's - Santa Barbara #680,100 W Carrillo St Santa Barbara CA,Santa Barbara
576-298,800 State Street,800 State Street Santa Barbara CA,Santa Barbara
16446-160287,W Carrillo & De La Vina - Santa Ba,"208 West Carrillo Street, La Cumbre Plaza Santa Barbara CA",Santa Barbara
6674-71062,La Cumbre Plaza,"3815 State Street, Space #G-141 Santa Barbara CA",Santa Barbara
564-506,Five Points Center,3957 State Street Santa Barbara CA,Santa Barbara
9634-97432,"State & Victoria, Santa Barbara","1235 State Street, Mesa Center Santa Barbara CA",Santa Barbara
5782-18036,"1990 Cliff Drive, Santa Barbara",1990 Cliff Drive Santa Barbara CA,Santa Barbara
5686-4550,El Camino & Lawrence - Santa Clara,"3605 El Camino Real, Homestead Shopping Center Santa Clara CA",Santa Clara
5920-36180,Homestead & Lawrence - Santa Clara,3551 Homestead Road Santa Clara CA,Santa Clara
7981-95789,Washington & Linden,71 Washington Ave Santa Clara CA,Santa Clara
74299-76584,Safeway-Santa Clara #763,2605 The Alameda Santa Clara CA,Santa Clara
74337-122544,Safeway - Santa Clara #1990,3970 Rivermark Plaza Santa Clara CA,Santa Clara
5619-1443,El Camino & Railroad,495 El Camino Real Santa Clara CA,Santa Clara
23498-215304,Target Santa Clara T-2830,"2004 El Camino Real, Valley Fair Mall Santa Clara CA",Santa Clara
5913-29495,Valley Fair Mall - Level One,"2855 Stevens Creek Boulevard, 1329, Westfield Valley Fair Santa Clara CA",Santa Clara
28193-249740,Teavana - Westfield Valley Fair,"2855 STEVENS CREEK BLVD, #1037 Santa Clara CA",Santa Clara
3458-87674,Montague & Thomas,3700 Thomas Road Santa Clara CA,Santa Clara
75981-107178,Safeway - Santa Clara #700,"2760 Homestead Road, Pruneridge Shopping Center Santa Clara CA",Santa Clara
5730-8405,200 Saratoga Ave,200 Saratoga Ave Santa Clara CA,Santa Clara
5412-401,Mercado Center - Santa Clara,"3113 Mission College, Bldg 5 Santa Clara CA",Santa Clara
20769-207704,The Alameda & Chapman,2221 The Alameda Santa Clara CA,Santa Clara
614-328,Santa Clara,2370 El Camino Real Santa Clara CA,Santa Clara
10182-99743,Newall & Carl Ct,"23790 Newhall Ave, Valencia Town Center Santa Clarita CA",Santa Clarita
6584-65300,Westfield Valencia Town Cntr -Lvl 1,"24201 Valencia Blvd., #1101 Santa Clarita CA",Santa Clarita
562-504,McBean & Arroyo Park,"25912 McBean Parkway, Seco Plaza I Santa Clarita CA",Santa Clarita
5942-45259,Copper Hill & Seco Canyon,"27984 Seco Canyon Road, #301 Santa Clarita CA",Santa Clarita
19885-173855,Vons-Santa Clarita #3138,16550 W Soledad Canyon Rd Santa Clarita CA,Santa Clarita
20489-206264,Sand Canyon & 14 Fwy,"16548 Soledad Canyon Road, Valencia Crossroads Santa Clarita CA",Santa Clarita
6810-82121,Valencia & McBean,"24286 Valencia Blvd., Bouquet Shopping Center Santa Clarita CA",Santa Clarita
6572-64759,Bouquet Canyon & Newhall Ranch,"26441 Bouquet Canyon Road, A4 Santa Clarita CA",Santa Clarita
20227-204225,Golden Valley & Soledad Canyon,"26585 Golden Valley Road, Orchard Village Plaza Santa Clarita CA",Santa Clarita
5789-18760,Lyons & Orchard Village,"24802-A Orchard Village Road, Highridge Center Santa Clarita CA",Santa Clarita
6760-78102,Copper Hill & Newhall Ranch,28160 Newhall Ranch Rd. Santa Clarita CA,Santa Clarita
70331-90574,Target Santa Clarita T-2030,"19105 Golden Valley Rd, Westridge Village Center Santa Clarita CA",Santa Clarita
6693-75040,Valencia & The Old Road,"26802 The Old Road, Riverview Santa Clarita CA",Santa Clarita
6711-40579,Via Princessa & Sierra Highway,26925 Sierra Highway Santa Clarita CA,Santa Clarita
26673-244864,E Cliff & Portola,21620 E. Cliff Drive Santa Cruz CA,Santa Cruz
5241-371,Pacific Ave Santa Cruz,1335 Pacific Avenue Santa Cruz CA,Santa Cruz
3781-140185,Safeway - Santa Cruz #2607,2203 Mission St Santa Cruz CA,Santa Cruz
24168-231371,Washington & Norwalk,7930 Norwalk Blvd Santa Fe Springs CA,Santa Fe Springs
9327-96152,Valley View & Alondra,"15905 Valley View Avenue, Santa Fe Springs Mall Santa Fe Springs CA",Santa Fe Springs
6613-68460,Carmenita & Telegraph,"13352 E. Telegraph Road, Golden Springs Center Santa Fe Springs CA",Santa Fe Springs
6518-64461,Imperial & Carmenita,13248 Imperial Highway Santa Fe Springs CA,Santa Fe Springs
24287-231369,Telegraph & Orr and Day,11570 East Telegraph Rd Santa Fe Springs CA,Santa Fe Springs
73649-84483,Albertsons-Santa Maria #6348,2320 S Broadway Santa Maria CA,Santa Maria
6934-89144,"Broadway & Stowell, Santa Maria","1419 S. Broadway Street, A Santa Maria CA",Santa Maria
25042-239406,Broadway & Grant,1737 N. Broadway Santa Maria CA,Santa Maria
5917-219125,S. Broadway and E. McCoy,"2430 S. Broadway, Suite A Santa Maria CA",Santa Maria
24592-235446,Target Santa Maria T-309,223 E Betteravia Rd Santa Maria CA,Santa Maria
10185-99739,"Betteravia & College, Santa Maria","530 E. Betteravia Road, Suite C Santa Maria CA",Santa Maria
6997-88002,US 101 & E Main,1201 E. Main Street Santa Maria CA,Santa Maria
5493-1376,Ocean Park & 29th,2901 Ocean Park Blvd. Santa Monica CA,Santa Monica
17403-162764,Broadway & Lincoln,"1447 Lincoln Blvd., 104 Santa Monica CA",Santa Monica
5667-2401,Lincoln & Marine,3020 Lincoln Blvd Santa Monica CA,Santa Monica
19895-184244,Wilshire & 11th,1030 Wilshire Blvd. Santa Monica CA,Santa Monica
529-473,7th & Montana,701 Montana Avenue Santa Monica CA,Santa Monica
647-365,Wilshire & 26th,2525 Wilshire Blvd. Santa Monica CA,Santa Monica
74799-98878,Vons-Santa Monica #2002,1311 Wilshire Blvd Santa Monica CA,Santa Monica
74781-98357,Vons-Santa Monica #2262,710 Broadway Santa Monica CA,Santa Monica
574-296,15th & Montana,"1426 Montana Avenue, #4, Restaurants at the Arboretum Villas Santa Monica CA",Santa Monica
5826-5897,Colorado & Cloverfield,"2200 Colorado Blvd., 101 Santa Monica CA",Santa Monica
7975-95815,Santa Monica & 26th,2461-A Santa Monica Blvd Santa Monica CA,Santa Monica
79544-104485,Vons - Santa Monica #2231,"820 Montana Avenue, Third Street Promenade Santa Monica CA",Santa Monica
6861-83040,3rd & Santa Monica-3rd St Promenade,1356 Third Street Promenade Santa Monica CA,Santa Monica
25579-237064,Santa Monica Place Mall - East Wing,395 Santa Monica Place Santa Monica CA,Santa Monica
23517-218564,Pico & Stewart,2727 Pico Blvd. Santa Monica CA,Santa Monica
21893-205864,Bristol Farms - Santa Monica,3105 Wilshire Blvd Santa Monica CA,Santa Monica
22065-217151,Lincoln & Pico,1900 Lincoln Blvd Santa Monica CA,Santa Monica
22382-220265,Olympic & Main,"1705 Ocean Ave., Unit C Santa Monica CA",Santa Monica
506-449,Main & Hill,2671 Main Street Santa Monica CA,Santa Monica
18380-179545,Ralphs Santa Monica #292,1644 Cloverfield Blvd Santa Monica CA,Santa Monica
654-329,3rd & Wilshire (Barnes & Noble),308 Wilshire Blvd. Santa Monica CA,Santa Monica
22257-196805,Palm & Harvard,310 South Palm Street Santa Paula CA,Santa Paula
74886-100489,Vons - Santa Paula 2434,576 W Main St Santa Paula CA,Santa Paula
76425-97418,Target Santa Rosa T-937,1980 Santa Rosa Ave Santa Rosa CA,Santa Rosa
3456-86220,Hopper & Cleveland,860 Hopper Avenue Santa Rosa CA,Santa Rosa
48753-251217,Epicenter,3215 COFFEY LANE SANTA ROSA CA,SANTA ROSA
5778-15253,Hwy 12 & Mission,"4575 Sonoma Hwy, Bldg A, Raley's Fulton Marketplace Santa Rosa CA",Santa Rosa
13227-106975,Fulton & Guerneville,"2547 Guerneville Rd, 501, Farmers Lane Center Santa Rosa CA",Santa Rosa
5849-27427,Farmer's Lane & Highway 12,1511 Farmer's Lane Santa Rosa CA,Santa Rosa
13463-105317,Airport & Aviation,269 Aviation Blvd. Santa Rosa CA,Santa Rosa
74855-73627,Safeway - Santa Rosa #713,100 Calistoga Rd Santa Rosa CA,Santa Rosa
74409-82477,Safeway-Santa Rosa #1576,2210 Mendocino Ave Santa Rosa CA,Santa Rosa
19815-197110,Coddingtown Mall,"358 Coddingtown Center, Bennet Valley Shopping Center Santa Rosa CA",Santa Rosa
3470-93614,Yulupa & Bethards,"2755 Yulupa Avenue, Mendocino Marketplace Santa Rosa CA",Santa Rosa
2843-73243,Mendocino & Steele - Santa Rosa,"2240 Mendocino Avenue, C7, Santa Rosa Plaza Santa Rosa CA",Santa Rosa
28457-250032,Teavana - Santa Rosa Plaza,"1071 Santa Rosa Plaza, #1021A Santa Rosa CA",Santa Rosa
